Pos.,Sexe,Nom,Rànquing. Freqüència,Rànquing. ‰
3960,H,DYLAN MANUEL,8,0,01
3960,H,DYLAN XAVIER,8,0,01
3960,H,EKAM,8,0,01
3960,H,ELIAM,8,0,01
3960,H,ELIJAH,8,0,01
3960,H,ELRIC,8,0,01
3960,D,ELUNEY,8,0,01
3960,D,ELVA,8,0,01
3960,D,EMANUELA,8,0,01
3960,D,EMMA ALEXANDRA,8,0,01
3960,D,EMMA SOPHIA,8,0,01
3960,D,ENAS,8,0,01
3960,H,EROL,8,0,01
3960,H,EVGENII,8,0,01
3960,H,EZRA,8,0,01
3960,D,FABIANA VALENTINA,8,0,01
3960,D,FÀTIMA AZZAHRA/FÁTIMA AZZAHRA,8,0,01
3960,D,FATIN,8,0,01
3960,D,FATMA,8,0,01
3960,D,FATOUMATTA,8,0,01
3960,D,FATU,8,0,01
3960,D,FELÍCIA,8,0,01
3960,H,FERNANDO ANTONIO,8,0,01
3960,H,FINN,8,0,01
3960,D,FIRDAOUSS,8,0,01
3960,H,FRANC,8,0,01
3960,H,FRANCISCO ANTONIO,8,0,01
3960,H,GABRIEL ANDRÉS,8,0,01
3960,D,GALATEA,8,0,01
3960,H,GENER,8,0,01
3960,D,GERALDINE,8,0,01
3960,D,GINAN,8,0,01
3960,D,GINNA,8,0,01
3960,D,GOUNDO,8,0,01
3960,D,GRACIELA,8,0,01
3960,H,GREGORI,8,0,01
3960,D,GRETEL,8,0,01
3960,H,GURVIR,8,0,01
3960,H,HAO XUAN,8,0,01
3960,H,HAOYI,8,0,01
3960,H,HARNOOR,8,0,01
3960,D,HASNAE,8,0,01
3960,H,HASSAN ALI,8,0,01
3960,D,HELENE,8,0,01
3960,D,HERMÍNIA/HERMINIA,8,0,01
3960,D,HILLARY,8,0,01
3960,D,HIRA,8,0,01
3960,H,HOSAM,8,0,01
3960,H,IAN GABRIEL,8,0,01
3960,H,IAN SEBASTIAN,8,0,01
3960,H,IAROSLAV,8,0,01
3960,H,IBRAHEEM,8,0,01
3960,H,IKER GERARD,8,0,01
3960,H,IKER JAVIER,8,0,01
3960,H,IKER JOEL,8,0,01
3960,D,IMAN FATIMA,8,0,01
3960,H,IOANE,8,0,01
3960,D,IRAIDA,8,0,01
3960,D,IRENE MARIA/IRENE MARÍA,8,0,01
3960,H,IRU,8,0,01
3960,H,ISAAC ALEJANDRO,8,0,01
3960,D,ISABELLA MARIA,8,0,01
3960,D,ISHAL,8,0,01
3960,D,ISHMEET,8,0,01
3960,D,ISMA,8,0,01
3960,H,IZAN GABRIEL,8,0,01
3960,D,IZARO,8,0,01
3960,H,JAAD,8,0,01
3960,H,JALAL,8,0,01
3960,D,JANNAH,8,0,01
3960,D,JANNET,8,0,01
3960,D,JAPLEEN,8,0,01
3960,H,JEAN POL,8,0,01
3960,D,JENNYFER,8,0,01
3960,H,JESE,8,0,01
3960,H,JHOEL,8,0,01
3960,H,JHON JAIRO,8,0,01
3960,D,JIA YI,8,0,01
3960,H,JIAMING,8,0,01
3960,D,JIANI,8,0,01
3960,D,JIAYAO,8,0,01
3960,H,JIAYI,8,0,01
3960,H,JOHN MICHAEL,8,0,01
3960,H,JORGE ADRIÁN,8,0,01
3960,H,JOSÉ EDUARDO,8,0,01
3960,H,JOSÉ FERNANDO,8,0,01
3960,H,JOSEP LLUÍS,8,0,01
3960,D,JOSEPHINE,8,0,01
3960,H,JOSUE DANIEL,8,0,01
3960,D,JUDY,8,0,01
3960,D,JULIA ALEXANDRA,8,0,01
3960,D,KADIA,8,0,01
3960,D,KADIDIA,8,0,01
3960,D,KADY,8,0,01
3960,H,KAEL,8,0,01
3960,H,KAIRUI,8,0,01
3960,H,KAITO,8,0,01
3960,D,KALI,8,0,01
3960,D,KATALINA,8,0,01
3960,H,KEVIN DANIEL,8,0,01
3960,D,KHADIJATOU,8,0,01
3960,D,KUMBA,8,0,01
3960,D,LAIA CAMILA,8,0,01
3960,D,LAIA MARIA/LAIA MARÍA,8,0,01
3960,D,LAIA VALENTINA,8,0,01
3960,D,LATIFA,8,0,01
3960,D,LAYNA,8,0,01
3960,D,LEANDRA,8,0,01
3960,H,LENNON,8,0,01
3960,H,LEO ALEXANDER,8,0,01
3960,D,LEONA,8,0,01
3960,D,LEYNA,8,0,01
3960,D,LINETTE,8,0,01
3960,D,LIZA,8,0,01
3960,H,LLUCH,8,0,01
3960,D,LOBNA,8,0,01
3960,H,LOU,8,0,01
3960,D,LOUJAIN,8,0,01
3960,H,LUCAS ANDREI,8,0,01
3960,H,LUÍS EDUARDO,8,0,01
3960,H,LUIS FABIAN,8,0,01
3960,D,LUIZA,8,0,01
3960,H,MAHAD,8,0,01
3960,H,MAIK,8,0,01
3960,H,MALAMINE,8,0,01
3960,D,MALI,8,0,01
3960,D,MAMA,8,0,01
3960,H,MAMADOU ALIOU,8,0,01
3960,H,MAMADOU ALPHA,8,0,01
3960,D,MAMASA,8,0,01
3960,D,MANKIRAT,8,0,01
3960,H,MANOLO,8,0,01
3960,D,MANON,8,0,01
3960,D,MANSEERAT,8,0,01
3960,H,MANSOUR,8,0,01
3960,H,MARCK,8,0,01
3960,D,MARIA ANTONELLA/MARÍA ANTONELLA,8,0,01
3960,D,MARIA BEATRIZ/MARÍA BEATRIZ,8,0,01
3960,D,MARIA ESTHER/MARÍA ESTHER,8,0,01
3960,D,MARÍA ISABELA,8,0,01
3960,D,MARIA LAURA/MARÍA LAURA,8,0,01
3960,D,MARIA MERCÈ/MARÍA MERCÈ,8,0,01
3960,D,MARIA VALÈRIA/MARÍA VALERIA,8,0,01
3960,D,MARIBEL,8,0,01
3960,D,MARY,8,0,01
3960,H,MATEO NICOLÁS,8,0,01
3960,H,MAXIMILIÀ,8,0,01
3960,D,MÉRIDA,8,0,01
3960,D,MIA ALEJANDRA,8,0,01
3960,D,MONA,8,0,01
3960,H,MORITZ,8,0,01
3960,D,NATIVIDAD,8,0,01
3960,D,NAUSICAA,8,0,01
3960,H,NAVRAJ,8,0,01
3960,D,NAYAB,8,0,01
3960,H,NEAL,8,0,01
3960,D,NELL,8,0,01
3960,H,NICOLÁS ALEJANDRO,8,0,01
3960,H,NICOLAS ALEXANDRU,8,0,01
3960,H,NIKA,8,0,01
3960,H,NIN,8,0,01
3960,D,NIRVANA,8,0,01
3960,D,NOA VALENTINA,8,0,01
3960,H,NORDIN,8,0,01
3960,D,NUSRAT,8,0,01
3960,D,ODET,8,0,01
3960,H,OUAIS,8,0,01
3960,H,PABLO DAVID,8,0,01
3960,D,PAKEEZA,8,0,01
3960,D,PAOLA VALENTINA,8,0,01
3960,D,PARNEET,8,0,01
3960,H,PASCAL,8,0,01
3960,H,PATRICIO,8,0,01
3960,D,PAULA FERNANDA,8,0,01
3960,D,PAULA LUCÍA,8,0,01
3960,D,RAFAELLA,8,0,01
3960,H,ROBERT ANDREI,8,0,01
3960,D,ROFAYDA,8,0,01
3960,D,ROMAISAA,8,0,01
3960,D,ROSÓ,8,0,01
3960,D,ROUAYA,8,0,01
3960,H,RUBÈN DARÍO/RUBÉN DARÍO,8,0,01
3960,D,SADIA,8,0,01
3960,D,SAJIDA,8,0,01
3960,H,SALAHEDDIN,8,0,01
3960,H,SALAHEDIN,8,0,01
3960,D,SALLY,8,0,01
3960,D,SAM,8,0,01
3960,H,SAMAR,8,0,01
3960,D,SARA VALERIA,8,0,01
3960,D,SAYRA,8,0,01
3960,D,SEHAR,8,0,01
3960,H,SERGIU,8,0,01
3960,D,SERIN,8,0,01
3960,D,SETOU,8,0,01
3960,D,SHAIRA,8,0,01
3960,D,SIBIL·LA,8,0,01
3960,H,SILAS,8,0,01
3960,H,SINAI/SINAÍ,8,0,01
3960,D,SIO,8,0,01
3960,D,SIRAT,8,0,01
3960,D,SIRE,8,0,01
3960,D,SIYU,8,0,01
3960,D,SOFIA MONTSERRAT,8,0,01
3960,D,SOFIA NICOLE,8,0,01
3960,D,SOPHIA ISABELLA,8,0,01
3960,D,SOUAD,8,0,01
3960,D,SOUKAYNA,8,0,01
3960,D,STACY,8,0,01
3960,D,SUKHMANPREET,8,0,01
3960,D,TAHREEM,8,0,01
3960,H,TALAL,8,0,01
3960,D,TAMARI,8,0,01
3960,D,TASNEEM,8,0,01
3960,H,TAYYAB,8,0,01
3960,D,TECLA,8,0,01
3960,D,TEODORA,8,0,01
3960,H,TER,8,0,01
3960,H,THIAGO GABRIEL,8,0,01
3960,H,THIAGO MATEO,8,0,01
3960,H,THIAGO MATIAS,8,0,01
3960,D,TIARE,8,0,01
3960,H,TITO,8,0,01
3960,H,TOMMY,8,0,01
3960,H,TYMOFII,8,0,01
3960,H,ULYSSE,8,0,01
3960,H,UMAIR,8,0,01
3960,D,URWA,8,0,01
3960,H,VINICIUS,8,0,01
3960,D,VIOLA,8,0,01
3960,H,WADIE,8,0,01
3960,D,WAFAE,8,0,01
3960,D,WALAA,8,0,01
3960,D,WANIA,8,0,01
3960,H,WENBO,8,0,01
3960,D,WESSAL,8,0,01
3960,D,WIAAM,8,0,01
3960,H,XAN,8,0,01
3960,D,XENA,8,0,01
3960,D,XIN YU,8,0,01
3960,H,XINHAO,8,0,01
3960,D,XINHUI,8,0,01
3960,D,XINTONG,8,0,01
3960,H,XUAN,8,0,01
3960,H,YAACOUB,8,0,01
3960,H,YACOUBA,8,0,01
3960,H,YAMIN,8,0,01
3960,H,YANNIS,8,0,01
3960,D,YAQI,8,0,01
3960,H,YAREL,8,0,01
3960,D,YI NUO,8,0,01
3960,H,YIBO,8,0,01
3960,H,YICHENG,8,0,01
3960,D,YIFEI,8,0,01
3960,H,YIHENG,8,0,01
3960,H,YOUSAF,8,0,01
3960,H,YULIAN,8,0,01
3960,D,YURENA,8,0,01
3960,D,ZAHARA,8,0,01
3960,H,ZAKARIYAE,8,0,01
3960,D,ZINAB,8,0,01
3960,D,ZIVA,8,0,01
3960,D,ZOEY,8,0,01
3960,D,ZOHA,8,0,01
3960,D,ZOHRA,8,0,01
4353,H,AARON ALEJANDRO,7,0,00
4353,H,AARON GABRIEL,7,0,00
4353,D,AAYAT,7,0,00
4353,H,ABDELHAY,7,0,00
4353,H,ABDELLATIF,7,0,00
4353,H,ABDENOUR,7,0,00
4353,H,ABDOLLAH,7,0,00
4353,H,ABDOUL,7,0,00
4353,H,ABDUL AHAD,7,0,00
4353,H,ABDULHADI,7,0,00
4353,H,ABDULRAHMAN,7,0,00
4353,H,ABOUBAKARY,7,0,00
4353,H,ABUBAKARY,7,0,00
4353,H,ABUBAKR,7,0,00
4353,D,ADELA MARIA/ADELA MARÍA,7,0,00
4353,H,ADRIÁN GABRIEL,7,0,00
4353,H,ADRIÁN MATEO,7,0,00
4353,H,ADUR,7,0,00
4353,D,AINA ISABELLA,7,0,00
4353,D,AINA MARIA/AINA MARÍA,7,0,00
4353,D,AINARA VALENTINA,7,0,00
4353,D,AINHOA ALEXANDRA,7,0,00
4353,D,AINHOA FERNANDA,7,0,00
4353,D,AINHOA ISABELLA,7,0,00
4353,D,AITANA MARIA/AITANA MARÍA,7,0,00
4353,D,AITANA VALENTINA,7,0,00
4353,H,AITOR ALEXANDER,7,0,00
4353,D,AIZAH,7,0,00
4353,H,ALAA,7,0,00
4353,H,ALAE EDDIN,7,0,00
4353,D,ALEA,7,0,00
4353,H,ALEK,7,0,00
4353,D,ALESIA,7,0,00
4353,H,ALEX SANTIAGO,7,0,00
4353,D,ALEXANDRA GABRIELA,7,0,00
4353,D,ALÍCIA MARIA/ALICIA MARÍA,7,0,00
4353,H,ALIOUNE,7,0,00
4353,D,ALISHBA,7,0,00
4353,D,ALIYAH,7,0,00
4353,D,ALLYSON,7,0,00
4353,H,ALOI,7,0,00
4353,D,AMAN,7,0,00
4353,D,AMÈLIA MARIA/AMELIA MARÍA,7,0,00
4353,D,AMINATOU,7,0,00
4353,D,AMRIT,7,0,00
4353,D,ANAMARIA,7,0,00
4353,D,ANDREA CAROLINA,7,0,00
4353,D,ANDREEA ALEXANDRA,7,0,00
4353,D,ANDREEA MARIA,7,0,00
4353,H,ANDREI ALEXANDRU,7,0,00
4353,H,ANDRÉS EDUARDO,7,0,00
4353,D,ANEL,7,0,00
4353,H,ANES,7,0,00
4353,H,ÀNGEL JOSUÈ/ÁNGEL JOSUÉ,7,0,00
4353,D,ANGELY,7,0,00
4353,D,ANNA LUCÍA,7,0,00
4353,D,ANTHONELLA,7,0,00
4353,H,ANTHONY ALEXANDER,7,0,00
4353,D,ANTONELLA VALENTINA,7,0,00
4353,H,ANTONIO JESÚS,7,0,00
4353,H,ANTONIO RAFAEL,7,0,00
4353,H,ANUEL,7,0,00
4353,H,APOLO,7,0,00
4353,D,ARAI,7,0,00
4353,D,ARANCHA,7,0,00
4353,D,AREEBA,7,0,00
4353,D,ARELY,7,0,00
4353,D,AREU,7,0,00
4353,D,ARIANA GABRIELA,7,0,00
4353,H,ARION,7,0,00
4353,H,ARSENII,7,0,00
4353,H,ARSLAN,7,0,00
4353,H,ARTYOM,7,0,00
4353,D,ASHLEY ELIZABETH,7,0,00
4353,H,ASHOT,7,0,00
4353,D,ATHENA,7,0,00
4353,H,AUGER,7,0,00
4353,D,AVNOOR,7,0,00
4353,D,AYAH,7,0,00
4353,H,AYDAN,7,0,00
4353,D,AYTANA,7,0,00
4353,H,AZIZ,7,0,00
4353,D,AZIZA,7,0,00
4353,H,BACHIR,7,0,00
4353,D,BASÍLIA/BASILIA,7,0,00
4353,H,BASSIM,7,0,00
4353,D,BEA,7,0,00
4353,D,BEATRICE MARIA,7,0,00
4353,H,BELAL,7,0,00
4353,D,BELIT,7,0,00
4353,H,BENYAMIN,7,0,00
4353,D,BIANKA,7,0,00
4353,D,BLANCA MARIA/BLANCA MARÍA,7,0,00
4353,H,BLESSED,7,0,00
4353,D,BOUTAINA,7,0,00
4353,H,BOWEN,7,0,00
4353,H,BREOGAN,7,0,00
4353,D,BRIANNA MARIA,7,0,00
4353,H,BRUEL,7,0,00
4353,D,BRYANNA,7,0,00
4353,D,BUSHRA,7,0,00
4353,H,CÁNDIDO,7,0,00
4353,D,CARMEN MARIA/CARMEN MARÍA,7,0,00
4353,D,CAROLINA MARIA/CAROLINA MARÍA,7,0,00
4353,H,CELS,7,0,00
4353,H,CHARLIE,7,0,00
4353,D,CHARLIE,7,0,00
4353,H,CHENRUI,7,0,00
4353,D,CHENXIN,7,0,00
4353,D,CHOROK,7,0,00
4353,D,CHOUROUK,7,0,00
4353,H,CHRISTIAN ALEJANDRO,7,0,00
4353,D,CHRISTINA,7,0,00
4353,D,CLEMENTINA,7,0,00
4353,H,CONOR,7,0,00
4353,D,COVADONGA,7,0,00
4353,H,CRISTIAN ANDREI,7,0,00
4353,D,DANAI,7,0,00
4353,H,DANIEL DAVID,7,0,00
4353,H,DARIEN,7,0,00
4353,H,DARIUS MIHAI,7,0,00
4353,H,DAVID ANDRÉS,7,0,00
4353,H,DAVID ANTONIO,7,0,00
4353,H,DAVID DANIEL,7,0,00
4353,H,DAVID JOSÉ,7,0,00
4353,H,DAWUD,7,0,00
4353,H,DAYAN,7,0,00
4353,D,DAYNA,7,0,00
4353,H,DECLAN,7,0,00
4353,H,DEMID,7,0,00
4353,D,DENA,7,0,00
4353,H,DENIS ALEXANDRU,7,0,00
4353,H,DENIS CRISTIAN,7,0,00
4353,D,DIARRA,7,0,00
4353,H,DIDAK,7,0,00
4353,H,DIEGO DAVID,7,0,00
4353,H,DIEGO GABRIEL,7,0,00
4353,H,DIEGO NICOLÁS,7,0,00
4353,H,DIEGO SEBASTIÁN,7,0,00
4353,H,DIMITRI,7,0,00
4353,H,DJIBY,7,0,00
4353,H,DYLAN SANTIAGO,7,0,00
4353,H,DYLAN SEBASTIAN/DYLAN SEBASTIÁN,7,0,00
4353,H,DYLAN STEVEN,7,0,00
4353,H,EDEL,7,0,00
4353,H,EDUARD ALEXANDRU,7,0,00
4353,H,EDUARDO JOSÉ,7,0,00
4353,H,EFRAÍN,7,0,00
4353,D,EIREN,7,0,00
4353,D,EKAMJOT,7,0,00
4353,H,EKI,7,0,00
4353,D,EKRAM,7,0,00
4353,H,ELADI,7,0,00
4353,D,ÈLIANE/ELIANE,7,0,00
4353,D,ELIF,7,0,00
4353,D,ELISHA,7,0,00
4353,D,ELLIE,7,0,00
4353,H,ELLIOTT,7,0,00
4353,D,ELOA,7,0,00
4353,D,ELODIE,7,0,00
4353,D,EMMANUELA,7,0,00
4353,H,ENAITZ,7,0,00
4353,D,ENCARNACIÓN,7,0,00
4353,D,ENNIA,7,0,00
4353,H,ENOK,7,0,00
4353,H,ERIC MANUEL,7,0,00
4353,H,ESTANIS,7,0,00
4353,D,ESTEL LA,7,0,00
4353,H,ETTORE,7,0,00
4353,D,EVANGELINE,7,0,00
4353,H,EVANS,7,0,00
4353,H,EWAN,7,0,00
4353,H,FABIAN ALEJANDRO,7,0,00
4353,H,FAISSAL,7,0,00
4353,D,FAJR,7,0,00
4353,D,FARIDA,7,0,00
4353,D,FATOU BINTOU,7,0,00
4353,H,FAUSTINO,7,0,00
4353,H,FORTIÀ,7,0,00
4353,H,FRANCISCO JESÚS,7,0,00
4353,H,FRANCISCO MIGUEL,7,0,00
4353,H,FRANCO,7,0,00
4353,H,GAEL ALEJANDRO,7,0,00
4353,D,GAELLE,7,0,00
4353,D,GALADRIEL,7,0,00
4353,H,GARETH,7,0,00
4353,H,GASPARD,7,0,00
4353,D,GHOUFRANE,7,0,00
4353,D,GIBET,7,0,00
4353,H,GILBERT,7,0,00
4353,D,GIOVANA,7,0,00
4353,D,GRETTA,7,0,00
4353,H,GURMAN,7,0,00
4353,H,GURSAHIB,7,0,00
4353,H,GURVEER,7,0,00
4353,H,HAO YU,7,0,00
4353,H,HAOYANG,7,0,00
4353,H,HAROUNE,7,0,00
4353,H,HARRY,7,0,00
4353,H,HILARI,7,0,00
4353,H,HOUDAYFA,7,0,00
4353,H,HUC,7,0,00
4353,H,HUDAIFA,7,0,00
4353,H,IANIS GABRIEL,7,0,00
4353,D,IBTISSAME,7,0,00
4353,H,IKER DANIEL,7,0,00
4353,H,IMRAAN,7,0,00
4353,D,INASSE,7,0,00
4353,D,INDIARA,7,0,00
4353,D,INTISSAR,7,0,00
4353,H,IOSUA,7,0,00
4353,H,IREN,7,0,00
4353,H,ISAAC DANIEL,7,0,00
4353,H,ISAAC DAVID,7,0,00
4353,D,ISHAAL,7,0,00
4353,H,ITZAN,7,0,00
4353,D,ITZIA,7,0,00
4353,H,JACQUES,7,0,00
4353,D,JAINA,7,0,00
4353,D,JAPJI,7,0,00
4353,D,JAPNEET,7,0,00
4353,D,JASPREET,7,0,00
4353,H,JEAN POOL,7,0,00
4353,D,JEANNETTE,7,0,00
4353,H,JEFFREY,7,0,00
4353,D,JENAN,7,0,00
4353,D,JENEBA,7,0,00
4353,H,JEREMI,7,0,00
4353,H,JERIAN,7,0,00
4353,H,JERO,7,0,00
4353,H,JESSE,7,0,00
4353,H,JESÚS GABRIEL,7,0,00
4353,H,JHON ALEXANDER,7,0,00
4353,D,JHULIA,7,0,00
4353,H,JIA HAO,7,0,00
4353,H,JIAWEI,7,0,00
4353,D,JINGXUAN,7,0,00
4353,H,JOAN ANDRÉS,7,0,00
4353,H,JOAN ANTONI,7,0,00
4353,D,JOMANA,7,0,00
4353,H,JONATHAN DAVID,7,0,00
4353,H,JORDI DANIEL,7,0,00
4353,H,JORDI GABRIEL,7,0,00
4353,H,JORDI JOAN,7,0,00
4353,H,JORGE JAVIER,7,0,00
4353,H,JOSEP ANDREU,7,0,00
4353,H,JOSUÈ DAVID/JOSUÉ DAVID,7,0,00
4353,D,JOURI,7,0,00
4353,D,JOURY,7,0,00
4353,H,JUAN NICOLÁS,7,0,00
4353,D,JÚLIA SOFIA/JULIA SOFÍA,7,0,00
4353,H,JULIUS,7,0,00
4353,H,JUNKAI,7,0,00
4353,H,KAIL,7,0,00
4353,H,KALEN,7,0,00
4353,D,KAORI,7,0,00
4353,H,KARANVIR,7,0,00
4353,D,KARINA MARIA,7,0,00
4353,D,KARLA SOFIA,7,0,00
4353,D,KASHAF,7,0,00
4353,H,KAYDEN,7,0,00
4353,D,KEIKO,7,0,00
4353,H,KENNY,7,0,00
4353,H,KEVIN ANDRÉS,7,0,00
4353,H,KEVIN GABRIEL,7,0,00
4353,H,KEVIN JOSÉ,7,0,00
4353,H,KIMI,7,0,00
4353,D,KLAUDIA,7,0,00
4353,D,KOMALPREET,7,0,00
4353,H,KOSTIANTYN,7,0,00
4353,D,LAIS,7,0,00
4353,D,LARAIB,7,0,00
4353,D,LARISSA,7,0,00
4353,D,LAURA CAMILA,7,0,00
4353,D,LAUREN,7,0,00
4353,D,LAYAL,7,0,00
4353,H,LEONARDO DANIEL,7,0,00
4353,H,LIAM ANDRES,7,0,00
4353,D,LIKA,7,0,00
4353,D,LLÍVIA,7,0,00
4353,H,LOHAN,7,0,00
4353,H,LOKMANE,7,0,00
4353,D,LORENA MARIA/LORENA MARÍA,7,0,00
4353,D,LOUISA,7,0,00
4353,H,LUCA ALEXANDRU,7,0,00
4353,H,LUCA GABRIEL,7,0,00
4353,H,LUCAS ANDRÉS,7,0,00
4353,H,LUCAS ANTONIO,7,0,00
4353,H,LUCAS JOSÉ,7,0,00
4353,H,LUCAS SAMUEL,7,0,00
4353,H,LUCAS SEBASTIAN,7,0,00
4353,H,LUCIAN,7,0,00
4353,D,LUDOVICA,7,0,00
4353,D,LUNA MARIA/LUNA MARÍA,7,0,00
4353,D,LUZ MARINA,7,0,00
4353,D,LYNA,7,0,00
4353,D,MADIHA,7,0,00
4353,H,MADOU,7,0,00
4353,D,MAELLE,7,0,00
4353,D,MAISAA,7,0,00
4353,D,MAISHA,7,0,00
4353,D,MALEN,7,0,00
4353,D,MALIA,7,0,00
4353,H,MAMADY,7,0,00
4353,H,MANKIRAT,7,0,00
4353,H,MANUEL DAVID,7,0,00
4353,H,MARC ANTHONY,7,0,00
4353,H,MARC ANTONIO,7,0,00
4353,H,MAREK,7,0,00
4353,D,MARGO,7,0,00
4353,H,MARIÀ,7,0,00
4353,D,MARIA ÀNGELS,7,0,00
4353,D,MARIA DEL CARME/MARÍA DEL CARME,7,0,00
4353,D,MARIA DEL ROCÍO/MARÍA DEL ROCÍO,7,0,00
4353,D,MARIA DEL ROSARIO/MARÍA DEL ROSARIO,7,0,00
4353,D,MARIA EMÍLIA/MARÍA EMILIA,7,0,00
4353,D,MARIA SOLEDAD/MARÍA SOLEDAD,7,0,00
4353,H,MARIO ALEXANDER,7,0,00
4353,H,MARIO GABRIEL,7,0,00
4353,D,MARIYA,7,0,00
4353,D,MARYAMA,7,0,00
4353,H,MATEO JOAQUÍN,7,0,00
4353,H,MATEO SEBASTIAN/MATEO SEBASTIÁN,7,0,00
4353,D,MATI,7,0,00
4353,H,MATÍAS DANIEL,7,0,00
4353,H,MATÍAS GABRIEL,7,0,00
4353,H,MATÍAS SEBASTIÁN,7,0,00
4353,H,MAXI,7,0,00
4353,H,MAXIMUS,7,0,00
4353,D,MAYA SOFIA,7,0,00
4353,H,MAYKEL,7,0,00
4353,D,MENAAL,7,0,00
4353,D,MIA NICOLE,7,0,00
4353,D,MIA SOFIA,7,0,00
4353,D,MIGUELA,7,0,00
4353,D,NATÀLIA SOFIA/NATALIA SOFÍA,7,0,00
4353,D,NELI,7,0,00
4353,D,NERMINE,7,0,00
4353,D,NHOA,7,0,00
4353,D,NIARA,7,0,00
4353,D,NICOLE ALEXANDRA,7,0,00
4353,D,NIDAE,7,0,00
4353,D,NISSRINE,7,0,00
4353,D,NOA MARIA/NOA MARÍA,7,0,00
4353,H,NOAK,7,0,00
4353,H,NOAMAN,7,0,00
4353,H,NOAN,7,0,00
4353,H,NOVAK,7,0,00
4353,D,NUMA,7,0,00
4353,D,NURIA ALEJANDRA,7,0,00
4353,D,NUTSA,7,0,00
4353,H,OBAIDA,7,0,00
4353,H,ORIO,7,0,00
4353,H,ÒSCAR DANIEL/ÓSCAR DANIEL,7,0,00
4353,H,OUAIL,7,0,00
4353,H,OUSAMA,7,0,00
4353,H,OUSSEYNOU,7,0,00
4353,H,OWAYS,7,0,00
4353,H,PABLO ANDRÉS,7,0,00
4353,H,PASQUAL,7,0,00
4353,D,PAULA ALEJANDRA,7,0,00
4353,D,PAULA ISABEL,7,0,00
4353,H,PEDRO DANIEL,7,0,00
4353,D,PERLA,7,0,00
4353,D,PHOEBE,7,0,00
4353,H,PRABHNOOR,7,0,00
4353,D,PRIYA,7,0,00
4353,H,QUICO,7,0,00
4353,D,RAIHAN,7,0,00
4353,D,RAINA,7,0,00
4353,D,RAMONA,7,0,00
4353,H,RAMSÈS/RAMSÉS,7,0,00
4353,H,RANVIR,7,0,00
4353,D,RATIL,7,0,00
4353,D,RAWDA,7,0,00
4353,H,RAZVAN ANDREI,7,0,00
4353,D,REEM,7,0,00
4353,H,RICARDO ANDRÉS,7,0,00
4353,D,ROBERTA,7,0,00
4353,H,RONALD,7,0,00
4353,D,ROUA,7,0,00
4353,D,ROUAIDA,7,0,00
4353,H,RUIXUAN,7,0,00
4353,H,SAAD EDDINE,7,0,00
4353,D,SABIHA,7,0,00
4353,H,SAIF EDDIN,7,0,00
4353,D,SAKURA,7,0,00
4353,H,SALEM,7,0,00
4353,H,SALIFU,7,0,00
4353,D,SALIMATU,7,0,00
4353,D,SALOUA,7,0,00
4353,D,SAMANTHA LUCÍA,7,0,00
4353,D,SAMANTHA SOFIA,7,0,00
4353,H,SAMEER,7,0,00
4353,D,SAMRA,7,0,00
4353,H,SAMUEL ANTONIO,7,0,00
4353,H,SAMUEL EDUARDO,7,0,00
4353,H,SANCHO,7,0,00
4353,D,SARA ELIZABETH,7,0,00
4353,D,SAWSAN,7,0,00
4353,H,SEBASTIÁN ALEXANDER,7,0,00
4353,H,SEBASTIAN ANDRE,7,0,00
4353,H,SEBASTIÁN GABRIEL,7,0,00
4353,H,SELIM,7,0,00
4353,H,SERGIO DAVID,7,0,00
4353,D,SERINE,7,0,00
4353,D,SESILI,7,0,00
4353,H,SHAHZAIB,7,0,00
4353,D,SHAKIRA,7,0,00
4353,D,SHIHAN,7,0,00
4353,H,SIFAW,7,0,00
4353,D,SIMONE,7,0,00
4353,D,SOFIA ABIGAIL,7,0,00
4353,D,SOFIA ANDREEA,7,0,00
4353,D,SOFIA ISABELLA,7,0,00
4353,D,SOPHIA VICTORIA,7,0,00
4353,D,SOROUR,7,0,00
4353,H,SOUHAYL,7,0,00
4353,D,SOUHAYLA,7,0,00
4353,H,SUKHRAJ,7,0,00
4353,D,SYLVIA,7,0,00
4353,D,TAINA,7,0,00
4353,H,TAMIM,7,0,00
4353,D,TANA,7,0,00
4353,D,TÀNIA MARIA/TANIA MARÍA,7,0,00
4353,D,THALIANA,7,0,00
4353,H,THIAGO FERNANDO,7,0,00
4353,H,THIAGO JOSE,7,0,00
4353,H,THIAGO JOSUE,7,0,00
4353,H,THIAGO LUIS,7,0,00
4353,H,THIERNO,7,0,00
4353,H,TIANYU,7,0,00
4353,H,TINO,7,0,00
4353,D,ULYANA,7,0,00
4353,H,ULYSSES,7,0,00
4353,H,UMER,7,0,00
4353,D,USWA,7,0,00
4353,H,UZAIR,7,0,00
4353,D,VALENÇA,7,0,00
4353,H,VASILE,7,0,00
4353,H,VÍCTOR ANDRÉS,7,0,00
4353,H,VÍCTOR DAVID,7,0,00
4353,H,VÍCTOR JOSÉ,7,0,00
4353,D,VICTÒRIA ELENA/VICTORIA ELENA,7,0,00
4353,D,VICTÒRIA MONTSERRAT,7,0,00
4353,D,VIOLETTE,7,0,00
4353,H,VITTORIO,7,0,00
4353,H,VSEVOLOD,7,0,00
4353,H,WIKTOR,7,0,00
4353,D,XIN YUE,7,0,00
4353,H,XINBO,7,0,00
